date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1	ai12:_HEAT_T1_Stabw	ai13:_HEAT_T2	ai13:_HEAT_T2_Stabw	ai14:_HEAT_T3	ai14:_HEAT_T3_Stabw	ai15:_HEAT_T4	ai15:_HEAT_T4_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
			[°C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]					°C	°C	V	V	°C	°C	°C	°C	°C	°C	°C	°C			°C	°C	V	V	°C	°C	V	V	°C	°C	V	V	°C	°C	°C	°C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min
																																																										
19.05.2025	15:07:00.7		9.975975E+0	1.289894E+1	2.149823E-1	9.975975E+0	1.289894E+1	2.149823E-1	1.759238E+2	1.750000E+2	2.398431E-3	9.625286E-3	2.195881E+1	6.563980E-3	2.156195E+0	8.053895E-3	1.369915E+2	4.449701E-3	7.895313E+1	2.985549E-1	3.031422E+1	8.279289E-2	1.210733E+2	4.005488E-3	2.873696E+0	7.716990E-2	2.185019E+1	1.063376E-3	5.429049E-1	1.630176E-3	2.177146E+1	2.604602E-3	1.803271E+0	5.202463E-3	2.175099E+1	2.866387E-3	5.775572E-1	5.036513E-3	2.218741E+1	3.519635E-3	2.212022E+1	3.498280E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.815850E+0	1.000000E+1	4.200000E-1	0.000000E+0	2.500000E-1	0.000000E+0	9.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:07:01.7		9.971125E+0	1.289266E+1	2.148777E-1	9.971125E+0	1.289266E+1	2.148777E-1	1.754007E+2	1.750000E+2	1.241932E-3	3.139597E-3	2.196372E+1	7.320987E-3	2.155360E+0	7.437050E-3	1.369847E+2	7.302987E-3	7.824821E+1	4.143998E-1	3.035260E+1	6.505374E-2	1.210724E+2	4.736603E-3	2.877316E+0	8.270196E-2	2.184949E+1	2.790868E-3	5.431676E-1	3.219788E-3	2.177168E+1	3.467614E-3	1.804303E+0	9.155477E-3	2.175367E+1	4.677952E-3	5.787721E-1	7.274618E-3	2.218776E+1	3.547907E-3	2.211975E+1	5.058400E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.815850E+0	1.000000E+1	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0
19.05.2025	15:07:02.7		9.977635E+0	1.290108E+1	2.150180E-1	9.977635E+0	1.290108E+1	2.150180E-1	1.744580E+2	1.750000E+2	1.586141E-3	3.455097E-3	2.196317E+1	3.664633E-3	2.139376E+0	1.240581E-2	1.369755E+2	6.713892E-3	7.804731E+1	3.735895E-1	3.029678E+1	3.181342E-2	1.210669E+2	7.117176E-3	2.877326E+0	8.376009E-2	2.184815E+1	4.560554E-3	5.433007E-1	3.990919E-3	2.177074E+1	3.001501E-3	1.803698E+0	1.041802E-2	2.174929E+1	5.064652E-3	5.791005E-1	7.734604E-3	2.218249E+1	3.234935E-3	2.211953E+1	3.930890E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.823275E+0	1.000000E+1	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
19.05.2025	15:07:03.7		9.958152E+0	1.287589E+1	2.145982E-1	9.958152E+0	1.287589E+1	2.145982E-1	1.744395E+2	1.750000E+2	2.521774E-3	6.727574E-3	2.196529E+1	4.386354E-3	2.106903E+0	1.610052E-2	1.369686E+2	8.321863E-3	7.761161E+1	2.404913E-1	3.026365E+1	4.882001E-2	1.210589E+2	6.520035E-3	2.867511E+0	8.858978E-2	2.185251E+1	3.891489E-3	5.440369E-1	4.847194E-3	2.177161E+1	3.893477E-3	1.804849E+0	1.291409E-2	2.175081E+1	5.764638E-3	5.806824E-1	9.785710E-3	2.218697E+1	6.045495E-3	2.212221E+1	1.836678E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.810424E+0	1.000000E+1	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.298035E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.280786E-1	0.000000E+0
19.05.2025	15:07:04.7		9.966496E+0	1.288668E+1	2.147780E-1	9.966496E+0	1.288668E+1	2.147780E-1	1.737174E+2	1.750000E+2	2.659880E-3	6.982840E-3	2.196617E+1	6.339460E-3	2.088686E+0	1.349009E-2	1.369615E+2	9.948215E-3	7.691762E+1	1.194769E-1	3.024816E+1	6.713481E-2	1.210443E+2	7.823930E-3	2.867051E+0	8.857805E-2	2.185417E+1	3.877417E-3	5.445357E-1	6.478115E-3	2.177411E+1	4.256314E-3	1.805605E+0	1.598793E-2	2.175307E+1	8.688516E-3	5.814248E-1	1.286696E-2	2.219184E+1	7.289632E-3	2.212188E+1	4.210011E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.815850E+0	1.000000E+1	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:07:05.7		9.973875E+0	1.289622E+1	2.149370E-1	9.973875E+0	1.289622E+1	2.149370E-1	1.746995E+2	1.750000E+2	1.891849E-3	4.713631E-3	2.196185E+1	6.144516E-3	2.120738E+0	1.272911E-2	1.369488E+2	4.525418E-3	7.642274E+1	2.342051E-1	3.021809E+1	5.206383E-2	1.210423E+2	4.281170E-3	2.856487E+0	7.885623E-2	2.185004E+1	1.979611E-3	5.436610E-1	4.533952E-3	2.176833E+1	4.348302E-3	1.802643E+0	9.192901E-3	2.174743E+1	5.619985E-3	5.786569E-1	7.608113E-3	2.218248E+1	4.533298E-3	2.211566E+1	4.265762E-3	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.808425E+0	1.000000E+1	4.200000E-1	0.000000E+0	2.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:07:06.7		9.969541E+0	1.289062E+1	2.148436E-1	9.969541E+0	1.289062E+1	2.148436E-1	1.743333E+2	1.750000E+2	1.500941E-3	4.015964E-3	2.195936E+1	6.417789E-3	2.150625E+0	1.170964E-2	1.369484E+2	5.819438E-3	7.671993E+1	4.964863E-1	3.021352E+1	5.178867E-2	1.210442E+2	4.153472E-3	2.867810E+0	9.233183E-2	2.184868E+1	1.430652E-3	5.430644E-1	2.095278E-3	2.176368E+1	3.569786E-3	1.801284E+0	3.769875E-3	2.174201E+1	1.246470E-3	5.767406E-1	2.829418E-3	2.217886E+1	4.992022E-3	2.210913E+1	2.858248E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.815850E+0	1.000000E+1	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	9.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0
19.05.2025	15:07:07.7		9.962820E+0	1.288193E+1	2.146988E-1	9.962820E+0	1.288193E+1	2.146988E-1	1.742709E+2	1.750000E+2	1.880798E-3	6.284747E-3	2.196064E+1	3.285933E-3	2.164863E+0	1.256496E-2	1.369510E+2	1.005003E-2	7.741537E+1	5.733778E-1	3.024492E+1	3.749507E-2	1.210374E+2	8.943353E-3	2.877519E+0	8.910612E-2	2.185009E+1	2.693783E-3	5.431577E-1	1.553494E-3	2.176588E+1	2.345564E-3	1.802383E+0	3.812616E-3	2.174876E+1	3.577268E-3	5.774723E-1	2.850662E-3	2.218353E+1	3.916971E-3	2.211292E+1	2.687590E-3	3.600000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.823275E+0	1.000000E+1	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	9.000000E-2	0.000000E+0
