date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1	ai12:_HEAT_T1_Stabw	ai13:_HEAT_T2	ai13:_HEAT_T2_Stabw	ai14:_HEAT_T3	ai14:_HEAT_T3_Stabw	ai15:_HEAT_T4	ai15:_HEAT_T4_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
			[°C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]					°C	°C	V	V	°C	°C	°C	°C	°C	°C	°C	°C			°C	°C	V	V	°C	°C	V	V	°C	°C	V	V	°C	°C	°C	°C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min
																																																										
19.05.2025	15:43:01.4		9.998597E+0	1.292819E+1	2.154698E-1	9.998597E+0	1.292819E+1	2.154698E-1	3.148490E+2	3.100000E+2	1.707885E-3	5.260843E-3	2.198822E+1	3.850923E-3	2.210266E+0	5.288214E-3	2.368970E+2	8.944160E-3	1.316659E+2	7.166058E-1	3.849818E+1	8.577482E-2	2.111820E+2	1.299620E-2	3.168445E+0	1.220622E-1	2.208210E+1	2.614611E-3	5.433086E-1	2.265453E-3	2.189514E+1	4.381394E-3	1.806285E+0	4.201348E-3	2.187908E+1	4.212621E-3	5.799168E-1	3.449563E-3	2.223023E+1	7.414685E-3	2.216533E+1	4.521445E-3	2.822283E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.801000E+0	1.000000E+1	3.600000E-1	0.000000E+0	2.500000E-1	0.000000E+0	4.667122E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:43:02.4		9.993712E+0	1.292187E+1	2.153645E-1	9.993712E+0	1.292187E+1	2.153645E-1	3.041335E+2	3.100000E+2	1.171583E-3	2.639453E-3	2.198437E+1	9.265319E-4	2.201556E+0	7.664692E-3	2.369388E+2	2.502121E-2	1.328421E+2	1.423414E-1	3.838516E+1	9.565332E-2	2.111926E+2	1.337464E-2	3.190942E+0	9.802698E-2	2.207961E+1	2.247492E-3	5.433872E-1	1.835997E-3	2.188947E+1	1.588331E-3	1.806286E+0	3.995160E-3	2.187083E+1	2.649049E-3	5.797691E-1	3.156120E-3	2.222651E+1	3.909958E-3	2.216197E+1	5.361456E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.801000E+0	1.000000E+1	4.200000E-1	0.000000E+0	2.000000E-1	0.000000E+0	9.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0
19.05.2025	15:43:03.4		1.000139E+1	1.293180E+1	2.155300E-1	1.000139E+1	1.293180E+1	2.155300E-1	3.144124E+2	3.100000E+2	1.554006E-3	5.012577E-3	2.198834E+1	1.674747E-3	2.176958E+0	9.510460E-3	2.369566E+2	9.294640E-3	1.327581E+2	3.694727E-1	3.824766E+1	1.037394E-1	2.112152E+2	1.417967E-2	3.177534E+0	1.053887E-1	2.208086E+1	3.511555E-3	5.437164E-1	2.381492E-3	2.189452E+1	1.321087E-3	1.807377E+0	6.304461E-3	2.187536E+1	1.880951E-3	5.803705E-1	4.448266E-3	2.223277E+1	5.476326E-4	2.217259E+1	7.289742E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.793575E+0	1.000000E+1	4.200000E-1	0.000000E+0	2.500000E-1	0.000000E+0	9.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0
19.05.2025	15:43:04.4		9.996207E+0	1.292510E+1	2.154183E-1	9.996207E+0	1.292510E+1	2.154183E-1	3.057486E+2	3.100000E+2	1.111746E-3	2.349030E-3	2.199380E+1	4.205600E-3	2.165373E+0	5.884263E-3	2.369634E+2	7.447003E-3	1.321380E+2	6.911498E-1	3.839495E+1	6.699934E-2	2.112236E+2	1.013024E-2	3.175973E+0	9.632639E-2	2.207884E+1	1.418949E-3	5.431168E-1	1.275266E-3	2.189629E+1	2.467209E-3	1.806035E+0	2.757164E-3	2.188139E+1	3.415803E-3	5.794520E-1	2.298741E-3	2.223012E+1	1.326907E-3	2.217145E+1	3.233387E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.815850E+0	1.000000E+1	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:43:05.4		9.988575E+0	1.291523E+1	2.152538E-1	9.988575E+0	1.291523E+1	2.152538E-1	3.139079E+2	3.100000E+2	2.438762E-3	5.893777E-3	2.198791E+1	7.807584E-4	2.176411E+0	6.813011E-3	2.369806E+2	5.021640E-3	1.329092E+2	4.288043E-1	3.842715E+1	7.810894E-2	2.112421E+2	3.171731E-3	3.181751E+0	8.191359E-2	2.207653E+1	2.392951E-3	5.430616E-1	1.423475E-3	2.189133E+1	4.305367E-3	1.805116E+0	3.864677E-3	2.187802E+1	5.133716E-3	5.792442E-1	3.230079E-3	2.222545E+1	3.555813E-3	2.217136E+1	2.547847E-3	3.200000E+0	0.000000E+0	3.510000E+2	3.500000E+2	9.808425E+0	1.000000E+1	2.400000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:43:06.4		9.992385E+0	1.292015E+1	2.153359E-1	9.992385E+0	1.292015E+1	2.153359E-1	3.048482E+2	3.100000E+2	1.905594E-3	5.121869E-3	2.198352E+1	3.257556E-3	2.215673E+0	1.534037E-2	2.370128E+2	1.636288E-2	1.326631E+2	6.087316E-1	3.851346E+1	4.252776E-2	2.112735E+2	1.159561E-2	3.163232E+0	8.537357E-2	2.207551E+1	9.670124E-3	5.431737E-1	2.083189E-3	2.188545E+1	4.156416E-3	1.805476E+0	5.943075E-3	2.187207E+1	5.543376E-3	5.798565E-1	4.765772E-3	2.222349E+1	5.274442E-3	2.216610E+1	7.687393E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.793575E+0	1.000000E+1	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:43:07.4		9.990453E+0	1.291766E+1	2.152942E-1	9.990453E+0	1.291766E+1	2.152942E-1	3.138918E+2	3.100000E+2	1.165540E-3	3.872123E-3	2.198744E+1	1.207487E-3	2.228288E+0	6.903663E-3	2.370376E+2	5.471222E-3	1.327409E+2	4.524633E-1	3.859662E+1	6.300396E-2	2.112960E+2	6.221791E-3	3.170315E+0	7.768106E-2	2.208155E+1	4.398484E-3	5.436405E-1	2.557883E-3	2.189382E+1	2.363393E-3	1.805985E+0	6.924638E-3	2.187622E+1	3.206003E-3	5.801473E-1	4.890345E-3	2.222662E+1	3.410023E-3	2.216658E+1	5.842170E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.808425E+0	1.000000E+1	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	15:43:08.4		9.985396E+0	1.291112E+1	2.151853E-1	9.985396E+0	1.291112E+1	2.151853E-1	3.044050E+2	3.100000E+2	2.261039E-3	6.067546E-3	2.199108E+1	3.615097E-3	2.210831E+0	7.867665E-3	2.370562E+2	1.219037E-2	1.334267E+2	1.159224E-1	3.850240E+1	1.189783E-1	2.113167E+2	2.014353E-2	3.166153E+0	1.033999E-1	2.208451E+1	1.749096E-3	5.435239E-1	2.557246E-3	2.189590E+1	2.099264E-3	1.805802E+0	4.347363E-3	2.188168E+1	1.982663E-3	5.797971E-1	3.629341E-3	2.223147E+1	2.098644E-3	2.216961E+1	1.515770E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.808425E+0	1.000000E+1	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
