date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	0.0	0.1	0.2	0.3	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1	ai12:_HEAT_T1_Stabw	ai13:_HEAT_T2	ai13:_HEAT_T2_Stabw	ai14:_HEAT_T3	ai14:_HEAT_T3_Stabw	ai15:_HEAT_T4	ai15:_HEAT_T4_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
			[°C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]									°C	°C	V	V	°C	°C	°C	°C	°C	°C	°C	°C			°C	°C	V	V	°C	°C	V	V	°C	°C	V	V	°C	°C	°C	°C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min
																																																														
16.05.2025	16:16:51.1		1.319658E+1	1.706318E+1	2.843864E-1	1.319658E+1	1.706318E+1	2.843864E-1	5.553135E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.962490E-2	1.732738E-2	2.169080E+1	1.163872E-3	2.242162E+0	1.132365E-2	4.370949E+2	2.868789E-3	2.489587E+2	1.673645E-1	5.173576E+1	3.639459E-1	3.782310E+2	3.496318E-2	5.099021E+0	7.964486E-2	2.184927E+1	1.396453E-3	5.267042E-1	2.306852E-3	2.229709E+1	4.187706E-3	1.646322E+0	5.675341E-3	2.226130E+1	3.582695E-15	5.609660E-1	4.513764E-3	2.229100E+1	3.606100E-3	2.234255E+1	3.489615E-4	1.008000E+2	1.000000E+2	3.497902E+2	3.500000E+2	1.276070E+1	1.300000E+1	3.232139E-1	0.000000E+0	2.306551E-1	0.000000E+0	6.580348E-1	0.000000E+0	1.613102E-1	0.000000E+0	0.000000E+0	0.000000E+0
16.05.2025	16:16:52.1		1.319705E+1	1.706379E+1	2.843964E-1	1.319705E+1	1.706379E+1	2.843964E-1	5.653155E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.597314E-2	1.018114E-2	2.169180E+1	1.061990E-3	2.221850E+0	8.934850E-3	4.370439E+2	2.135845E-2	2.498282E+2	5.920745E-1	5.183804E+1	3.503194E-1	3.781778E+2	8.528641E-3	5.070770E+0	8.589794E-2	2.185269E+1	4.705373E-3	5.262146E-1	1.192424E-3	2.230133E+1	2.112328E-3	1.645143E+0	2.163476E-3	2.226584E+1	1.961067E-3	5.599646E-1	2.114353E-3	2.229323E+1	7.757838E-4	2.234395E+1	3.957403E-3	1.008000E+2	1.000000E+2	3.502500E+2	3.500000E+2	1.275615E+1	1.300000E+1	3.600000E-1	0.000000E+0	2.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	0.000000E+0	0.000000E+0
16.05.2025	16:16:53.1		1.319254E+1	1.705795E+1	2.842991E-1	1.319254E+1	1.705795E+1	2.842991E-1	5.565362E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.737658E-2	1.139675E-2	2.168424E+1	6.996547E-3	2.245134E+0	8.212867E-3	4.370159E+2	9.177524E-3	2.503530E+2	3.782242E-1	5.163735E+1	3.265226E-1	3.781428E+2	1.979698E-2	5.076356E+0	8.424577E-2	2.184298E+1	3.292137E-3	5.262973E-1	3.018809E-3	2.229169E+1	5.083124E-3	1.646414E+0	7.213945E-3	2.225798E+1	7.480505E-3	5.609919E-1	5.219260E-3	2.228775E+1	3.724552E-3	2.233994E+1	8.679347E-3	1.004000E+2	1.000000E+2	3.510000E+2	3.500000E+2	1.277100E+1	1.300000E+1	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	9.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
16.05.2025	16:16:54.1		1.318235E+1	1.704478E+1	2.840796E-1	1.318235E+1	1.704478E+1	2.840796E-1	5.652826E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.535829E-2	1.065495E-2	2.168784E+1	2.771022E-3	2.271468E+0	1.093421E-2	4.369870E+2	4.695715E-3	2.492224E+2	3.150229E-1	5.145712E+1	3.366130E-1	3.781330E+2	1.780314E-3	5.062151E+0	8.558676E-2	2.185255E+1	1.813540E-3	5.262117E-1	1.366282E-3	2.230509E+1	4.385667E-3	1.645203E+0	2.707911E-3	2.225735E+1	1.442721E-3	5.603902E-1	2.231299E-3	2.228936E+1	8.260669E-4	2.234211E+1	4.356492E-3	1.004000E+2	1.000000E+2	3.499272E+2	3.500000E+2	1.276038E+1	1.300000E+1	3.600000E-1	0.000000E+0	1.857614E-1	0.000000E+0	6.854318E-1	0.000000E+0	2.000000E-1	0.000000E+0	5.125908E-2	0.000000E+0
16.05.2025	16:16:55.1		1.319004E+1	1.705473E+1	2.842454E-1	1.319004E+1	1.705473E+1	2.842454E-1	5.565408E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.999159E-2	1.098822E-2	2.168933E+1	5.204161E-3	2.284256E+0	8.518140E-3	4.369708E+2	1.591201E-2	2.501596E+2	8.542900E-1	5.173171E+1	1.977463E-1	3.781424E+2	7.809811E-3	5.081539E+0	7.741169E-2	2.184783E+1	4.440545E-3	5.253482E-1	3.783442E-3	2.230118E+1	3.171713E-3	1.644589E+0	6.609918E-3	2.225917E+1	3.010382E-3	5.603384E-1	4.873308E-3	2.229049E+1	5.136415E-3	2.234241E+1	4.445160E-3	1.004000E+2	1.000000E+2	3.502500E+2	3.500000E+2	1.275615E+1	1.300000E+1	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
16.05.2025	16:16:56.1		1.319907E+1	1.706639E+1	2.844399E-1	1.319907E+1	1.706639E+1	2.844399E-1	5.668107E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.638927E-2	8.181795E-3	2.167975E+1	2.457242E-3	2.304620E+0	7.485038E-3	4.369388E+2	2.304469E-3	2.500766E+2	1.476070E-1	5.134787E+1	1.796561E-2	3.781346E+2	1.054471E-3	5.093661E+0	1.315706E-1	2.183933E+1	2.075725E-3	5.262551E-1	1.356795E-3	2.229660E+1	2.491242E-3	1.645892E+0	4.397033E-3	2.225817E+1	3.681483E-3	5.606845E-1	3.242367E-3	2.228490E+1	5.470861E-3	2.233872E+1	5.284742E-3	1.006120E+2	1.000000E+2	3.498526E+2	3.500000E+2	1.277100E+1	1.300000E+1	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	0.000000E+0	0.000000E+0
16.05.2025	16:16:57.1		1.318672E+1	1.705043E+1	2.841738E-1	1.318672E+1	1.705043E+1	2.841738E-1	5.563276E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.565633E-2	1.180352E-2	2.168676E+1	3.584424E-3	2.291640E+0	1.081502E-2	4.369622E+2	7.782552E-3	2.506919E+2	6.498923E-1	5.171391E+1	1.568560E-1	3.781509E+2	1.490351E-2	5.076060E+0	9.498631E-2	2.184512E+1	2.977686E-3	5.264427E-1	4.750557E-3	2.230124E+1	6.536735E-3	1.647221E+0	1.116010E-2	2.226398E+1	3.675928E-3	5.613946E-1	8.765401E-3	2.228641E+1	2.881232E-3	2.234175E+1	4.682361E-3	9.964408E+1	1.000000E+2	3.509449E+2	3.500000E+2	1.275670E+1	1.300000E+1	3.600000E-1	0.000000E+0	1.518366E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.518366E-1	0.000000E+0	0.000000E+0	0.000000E+0
16.05.2025	16:16:58.1		1.319096E+1	1.705591E+1	2.842652E-1	1.319096E+1	1.705591E+1	2.842652E-1	5.650888E+2	5.600000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.622408E-2	6.274433E-3	2.168993E+1	5.139457E-3	2.259687E+0	9.073136E-3	4.369497E+2	1.362245E-2	2.510391E+2	5.236423E-1	5.166676E+1	2.145949E-1	3.781406E+2	8.217752E-3	5.075239E+0	1.035964E-1	2.184395E+1	4.116252E-3	5.262084E-1	2.235274E-3	2.229605E+1	4.926020E-3	1.646850E+0	8.706478E-3	2.225957E+1	4.193683E-3	5.608812E-1	6.197062E-3	2.228621E+1	3.280176E-3	2.233875E+1	2.556436E-3	1.000000E+2	1.000000E+2	3.495000E+2	3.500000E+2	1.277100E+1	1.300000E+1	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
