date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1_heat_in	ai12:_HEAT_T1_heat_in_Stabw	ai13:_HEAT_T2_core_out	ai13:_HEAT_T2_core_out_Stabw	ai14:_HEAT_T3_core_in	ai14:_HEAT_T3_core_in_Stabw	ai15:_HEAT_T4_heat_out	ai15:_HEAT_T4_heat_out_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
			[ C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]					 C	 C	V	V	 C	 C	 C	 C	 C	 C	 C	 C			 C	 C	V	V	 C	 C	V	V	 C	 C	V	V	 C	 C	 C	 C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min
																																																										
21.05.2025	15:05:00.9		1.328060E+1	1.717182E+1	2.861969E-1	1.327688E+1	1.716700E+1	2.861167E-1	5.750811E+2	5.800000E+2	1.636072E-3	6.093904E-3	2.142492E+1	2.991090E-3	2.932724E+0	8.640228E-3	5.186015E+2	7.113054E-2	2.951634E+2	2.868320E-1	5.366993E+1	1.353452E-1	4.457353E+2	3.486470E-3	5.393102E+0	1.024348E-1	2.356612E+1	4.592944E-3	6.022374E-1	6.468009E-3	2.234722E+1	4.023206E-3	1.919257E+0	1.252071E-2	2.231872E+1	1.839228E-3	6.322218E-1	1.148188E-2	2.223153E+1	4.483460E-3	2.229589E+1	1.494403E-3	2.909713E+0	0.000000E+0	3.492943E+2	3.500000E+2	1.290058E+1	1.315000E+1	3.870862E-1	0.000000E+0	1.862859E-1	0.000000E+0	6.411423E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.582285E-1	0.000000E+0
21.05.2025	15:05:01.9		1.326904E+1	1.715687E+1	2.859478E-1	1.326904E+1	1.715687E+1	2.859478E-1	5.842500E+2	5.800000E+2	2.708712E-3	9.571553E-3	2.142765E+1	5.356822E-3	2.932041E+0	6.635865E-3	5.185686E+2	3.969838E-2	2.951845E+2	4.534731E-1	5.382320E+1	2.555419E-1	4.457482E+2	7.650117E-3	5.379242E+0	1.063499E-1	2.356137E+1	5.454606E-3	6.011768E-1	5.184144E-3	2.234993E+1	2.015125E-3	1.917237E+0	9.136920E-3	2.231827E+1	2.345590E-3	6.306695E-1	8.200090E-3	2.223570E+1	3.067780E-3	2.228947E+1	4.500289E-3	3.200000E+0	0.000000E+0	3.487500E+2	3.500000E+2	1.288980E+1	1.315000E+1	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
21.05.2025	15:05:02.9		1.326020E+1	1.714543E+1	2.857572E-1	1.326020E+1	1.714543E+1	2.857572E-1	5.757579E+2	5.800000E+2	2.586586E-3	9.532643E-3	2.143537E+1	5.596549E-3	2.936231E+0	5.034426E-3	5.185569E+2	2.319616E-2	2.955988E+2	4.531270E-1	5.387888E+1	3.159996E-1	4.457495E+2	1.183893E-2	5.369908E+0	9.079821E-2	2.356265E+1	3.298331E-3	6.004738E-1	2.449409E-3	2.235277E+1	3.506929E-4	1.916574E+0	5.789250E-3	2.231855E+1	3.456281E-3	6.302448E-1	4.635100E-3	2.223880E+1	2.867422E-3	2.228398E+1	6.621068E-3	3.200000E+0	0.000000E+0	3.501795E+2	3.500000E+2	1.288910E+1	1.315000E+1	3.543617E-1	0.000000E+0	1.546986E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.953014E-1	0.000000E+0	1.087233E-1	0.000000E+0
21.05.2025	15:05:03.9		1.325246E+1	1.713544E+1	2.855906E-1	1.325246E+1	1.713544E+1	2.855906E-1	5.846767E+2	5.800000E+2	1.707403E-3	7.820292E-3	2.143635E+1	3.031600E-3	2.937217E+0	5.246624E-3	5.185791E+2	4.930604E-2	2.959572E+2	2.181442E-1	5.384245E+1	3.645299E-1	4.457477E+2	1.028238E-2	5.378282E+0	8.235230E-2	2.356453E+1	1.301200E-3	6.007509E-1	1.822330E-3	2.235209E+1	2.360245E-3	1.917633E+0	7.494451E-3	2.232259E+1	4.456986E-3	6.312023E-1	6.335214E-3	2.223702E+1	2.215793E-3	2.228505E+1	5.279008E-3	3.200000E+0	0.000000E+0	3.498451E+2	3.500000E+2	1.288237E+1	1.315000E+1	3.276068E-1	0.000000E+0	1.539887E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	0.000000E+0	0.000000E+0
21.05.2025	15:05:04.9		1.325548E+1	1.713934E+1	2.856557E-1	1.325580E+1	1.713975E+1	2.856625E-1	5.754433E+2	5.800000E+2	1.862870E-3	6.784510E-3	2.143090E+1	1.712657E-3	2.932757E+0	5.223513E-3	5.185774E+2	5.511842E-2	2.957755E+2	2.503392E-1	5.363892E+1	2.817240E-1	4.457728E+2	2.020424E-2	5.372723E+0	7.718242E-2	2.356098E+1	2.710423E-3	6.009669E-1	2.440454E-3	2.235330E+1	2.421872E-3	1.917575E+0	5.989554E-3	2.232736E+1	3.488807E-3	6.310963E-1	5.297265E-3	2.223533E+1	1.231591E-3	2.228557E+1	4.390814E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	1.288237E+1	1.315000E+1	3.600000E-1	0.000000E+0	1.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	0.000000E+0	0.000000E+0
21.05.2025	15:05:05.9		1.325486E+1	1.713854E+1	2.856423E-1	1.325529E+1	1.713909E+1	2.856516E-1	5.863711E+2	5.800000E+2	2.460217E-3	7.846655E-3	2.142836E+1	3.614866E-3	2.928133E+0	9.274996E-3	5.185772E+2	1.763903E-3	2.950509E+2	8.104839E-2	5.362196E+1	1.067798E-1	4.457460E+2	1.987852E-2	5.367737E+0	7.047481E-2	2.355236E+1	1.629446E-3	6.012950E-1	4.823993E-3	2.235006E+1	6.291774E-3	1.919028E+0	1.220532E-2	2.232308E+1	1.398205E-3	6.318634E-1	8.572636E-3	2.223700E+1	6.991557E-4	2.228188E+1	0.000000E+0	2.898161E+0	0.000000E+0	3.500659E+2	3.500000E+2	1.289162E+1	1.315000E+1	3.452758E-1	0.000000E+0	1.745403E-1	0.000000E+0	6.368104E-1	0.000000E+0	1.877299E-1	0.000000E+0	4.417251E-2	0.000000E+0
21.05.2025	15:05:06.9		1.324534E+1	1.712622E+1	2.854370E-1	1.324534E+1	1.712622E+1	2.854370E-1	5.740983E+2	5.800000E+2	1.766311E-3	5.933183E-3	2.142954E+1	3.030204E-3	2.930299E+0	8.572052E-3	5.185584E+2	1.279263E-2	2.950285E+2	1.233877E-1	5.397799E+1	2.233475E-1	4.457412E+2	1.964821E-2	5.376923E+0	7.210207E-2	2.355569E+1	2.077284E-3	6.012672E-1	5.366900E-3	2.234905E+1	5.110639E-3	1.918239E+0	9.797036E-3	2.232140E+1	1.139739E-3	6.315958E-1	7.861837E-3	2.223729E+1	1.266142E-3	2.228403E+1	9.050233E-4	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	1.289290E+1	1.315000E+1	3.349286E-1	0.000000E+0	1.917856E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.791072E-1	0.000000E+0	1.625357E-1	0.000000E+0
21.05.2025	15:05:07.9		1.325701E+1	1.714132E+1	2.856886E-1	1.325701E+1	1.714132E+1	2.856886E-1	5.840898E+2	5.800000E+2	1.451015E-3	4.096568E-3	2.143150E+1	2.073766E-3	2.930861E+0	8.267612E-3	5.185842E+2	3.328921E-2	2.950864E+2	2.476731E-1	5.405874E+1	3.137368E-1	4.457461E+2	1.613257E-2	5.379468E+0	8.859545E-2	2.356059E+1	3.502386E-3	6.009111E-1	5.750198E-3	2.234984E+1	3.392964E-3	1.917979E+0	8.091833E-3	2.231912E+1	7.842325E-4	6.314104E-1	6.794125E-3	2.224006E+1	1.666586E-3	2.228566E+1	8.973920E-4	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	1.288980E+1	1.315000E+1	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
