date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1	ai12:_HEAT_T1_Stabw	ai13:_HEAT_T2	ai13:_HEAT_T2_Stabw	ai14:_HEAT_T3	ai14:_HEAT_T3_Stabw	ai15:_HEAT_T4	ai15:_HEAT_T4_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
			[°C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]					°C	°C	V	V	°C	°C	°C	°C	°C	°C	°C	°C			°C	°C	V	V	°C	°C	V	V	°C	°C	V	V	°C	°C	°C	°C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min
																																																										
19.05.2025	14:33:20.5		9.952939E+0	1.286915E+1	2.144858E-1	9.952939E+0	1.286915E+1	2.144858E-1	1.900000E+1	0.000000E+0	1.881478E-3	5.302086E-3	2.181190E+1	1.892310E-3	2.060402E+0	6.524348E-3	1.958166E+1	2.776935E-3	1.888801E+1	5.474765E-3	2.143628E+1	3.380872E-3	1.644340E+1	4.578090E-3	2.493429E+0	8.325245E-2	2.166347E+1	3.672586E-3	5.455830E-1	2.332968E-3	2.158552E+1	4.561403E-3	1.819366E+0	5.260153E-3	2.156628E+1	6.116636E-3	5.810855E-1	3.773152E-3	2.208046E+1	2.913519E-3	2.200498E+1	9.007602E-4	3.017848E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.811806E+0	1.000000E+1	3.653543E-1	0.000000E+0	1.772310E-1	0.000000E+0	8.183071E-1	0.000000E+0	1.227690E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	14:33:21.5		9.952853E+0	1.286904E+1	2.144840E-1	9.952853E+0	1.286904E+1	2.144840E-1	1.900000E+1	0.000000E+0	1.828073E-3	5.992059E-3	2.180902E+1	3.135271E-3	2.076178E+0	7.968018E-3	1.958214E+1	3.468157E-3	1.889022E+1	3.079553E-3	2.143426E+1	4.861669E-3	1.644939E+1	2.580701E-3	2.501388E+0	7.038252E-2	2.165874E+1	4.599822E-3	5.454753E-1	2.157266E-3	2.158951E+1	1.996816E-3	1.819278E+0	5.323092E-3	2.156247E+1	5.185243E-3	5.807739E-1	4.166493E-3	2.207804E+1	4.310233E-3	2.200767E+1	2.293429E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.808633E+0	1.000000E+1	4.183191E-1	0.000000E+0	1.992996E-1	0.000000E+0	7.478988E-1	0.000000E+0	1.007004E-1	0.000000E+0	1.504202E-1	0.000000E+0
19.05.2025	14:33:22.5		9.956128E+0	1.287327E+1	2.145546E-1	9.956128E+0	1.287327E+1	2.145546E-1	1.900000E+1	0.000000E+0	9.881284E-4	2.074335E-3	2.181011E+1	4.497692E-3	2.089462E+0	1.185280E-2	1.957971E+1	4.516669E-3	1.888822E+1	4.452171E-3	2.144267E+1	2.752589E-3	1.645739E+1	3.633668E-3	2.496850E+0	8.776016E-2	2.166322E+1	1.930851E-3	5.457358E-1	1.933854E-3	2.158951E+1	4.741758E-3	1.820164E+0	6.370048E-3	2.155987E+1	2.254082E-3	5.817386E-1	5.287758E-3	2.208142E+1	3.402557E-3	2.200870E+1	2.042444E-3	3.200000E+0	0.000000E+0	3.498037E+2	3.500000E+2	9.823275E+0	1.000000E+1	3.242996E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.607489E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.557004E-1	0.000000E+0
19.05.2025	14:33:23.5		9.958228E+0	1.287599E+1	2.145998E-1	9.958228E+0	1.287599E+1	2.145998E-1	1.900000E+1	0.000000E+0	1.490250E-3	3.159460E-3	2.181241E+1	4.527117E-3	2.125741E+0	8.874706E-3	1.958202E+1	3.320507E-3	1.887439E+1	7.972324E-3	2.144800E+1	3.921080E-3	1.644872E+1	5.796876E-3	2.487492E+0	8.570616E-2	2.166358E+1	2.549809E-3	5.459010E-1	1.724939E-3	2.159320E+1	6.958524E-3	1.820254E+0	4.179608E-3	2.156887E+1	6.315983E-3	5.819926E-1	3.588587E-3	2.208418E+1	5.214819E-3	2.200915E+1	3.012337E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.823275E+0	1.000000E+1	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.098529E-1	0.000000E+0	1.200000E-1	0.000000E+0
19.05.2025	14:33:24.5		9.951680E+0	1.286752E+1	2.144587E-1	9.952157E+0	1.286814E+1	2.144690E-1	1.900000E+1	0.000000E+0	1.805102E-3	3.908010E-3	2.181185E+1	5.630873E-3	2.143581E+0	1.008107E-2	1.957741E+1	5.621937E-3	1.886920E+1	6.658575E-3	2.144566E+1	4.706753E-3	1.644120E+1	1.174769E-3	2.485307E+0	6.247321E-2	2.165871E+1	8.568505E-4	5.458495E-1	3.123647E-3	2.158894E+1	2.343298E-3	1.820541E+0	5.996321E-3	2.156454E+1	3.879437E-3	5.822423E-1	4.589192E-3	2.208214E+1	4.108115E-3	2.200616E+1	1.895718E-3	3.293642E+0	0.000000E+0	3.500744E+2	3.500000E+2	9.810163E+0	1.000000E+1	4.200000E-1	0.000000E+0	2.000000E-1	0.000000E+0	8.297685E-1	0.000000E+0	1.117053E-1	0.000000E+0	1.270232E-1	0.000000E+0
19.05.2025	14:33:25.5		9.960004E+0	1.287829E+1	2.146381E-1	9.960625E+0	1.287909E+1	2.146515E-1	1.900000E+1	0.000000E+0	3.021907E-3	8.039191E-3	2.180426E+1	5.009257E-3	2.144669E+0	9.516136E-3	1.958296E+1	4.299161E-3	1.887608E+1	6.016238E-3	2.143948E+1	3.617661E-3	1.644750E+1	2.284339E-3	2.476841E+0	8.035775E-2	2.165627E+1	1.243874E-3	5.459735E-1	4.201985E-3	2.158823E+1	1.453321E-3	1.820626E+0	7.743214E-3	2.156277E+1	4.290514E-3	5.822235E-1	5.938472E-3	2.208341E+1	6.345959E-3	2.200770E+1	3.873059E-3	3.340628E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.820665E+0	1.000000E+1	3.421883E-1	0.000000E+0	1.675785E-1	0.000000E+0	7.945292E-1	0.000000E+0	1.824215E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	14:33:26.5		9.948367E+0	1.286324E+1	2.143873E-1	9.952844E+0	1.286903E+1	2.144838E-1	1.900000E+1	0.000000E+0	2.870098E-3	8.078023E-3	2.180617E+1	5.784433E-3	2.150048E+0	8.306321E-3	1.957980E+1	2.877911E-3	1.886383E+1	1.097627E-2	2.143269E+1	7.202049E-3	1.644704E+1	4.111563E-3	2.490527E+0	9.097930E-2	2.165770E+1	3.986342E-3	5.455973E-1	2.315821E-3	2.158331E+1	2.651690E-3	1.820660E+0	6.907679E-3	2.156338E+1	6.305374E-3	5.822342E-1	5.035912E-3	2.207851E+1	4.028403E-3	2.200549E+1	3.779252E-3	3.165985E+0	0.000000E+0	3.494681E+2	3.500000E+2	9.822328E+0	1.000000E+1	3.051023E-1	0.000000E+0	1.542519E-1	0.000000E+0	8.936222E-1	0.000000E+0	1.957481E-1	0.000000E+0	1.500000E-1	0.000000E+0
19.05.2025	14:33:27.5		9.947931E+0	1.286267E+1	2.143779E-1	9.945159E+0	1.285909E+1	2.143182E-1	1.900000E+1	0.000000E+0	3.154165E-3	1.143884E-2	2.180531E+1	5.541117E-3	2.131493E+0	8.275193E-3	1.958053E+1	4.411072E-3	1.885841E+1	1.255737E-2	2.143259E+1	9.015799E-3	1.644145E+1	5.802586E-3	2.497699E+0	8.754552E-2	2.165824E+1	6.658607E-3	5.457951E-1	3.788806E-3	2.158204E+1	2.184366E-3	1.821310E+0	1.030899E-2	2.156184E+1	8.653214E-3	5.825441E-1	8.088481E-3	2.207460E+1	4.674459E-3	2.200531E+1	4.822388E-3	2.772841E+0	0.000000E+0	3.494491E+2	3.500000E+2	9.804460E+0	1.000000E+1	4.200000E-1	0.000000E+0	2.266974E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.233026E-1	0.000000E+0	1.500000E-1	0.000000E+0
