date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1	ai12:_HEAT_T1_Stabw	ai13:_HEAT_T2	ai13:_HEAT_T2_Stabw	ai14:_HEAT_T3	ai14:_HEAT_T3_Stabw	ai15:_HEAT_T4	ai15:_HEAT_T4_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set	X	Y	Z
			[°C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]					°C	°C	V	V	°C	°C	°C	°C	°C	°C	°C	°C			°C	°C	V	V	°C	°C	V	V	°C	°C	V	V	°C	°C	°C	°C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min			
																																																													
21.05.2025	13:48:28.7		3.274039E+0	4.233332E+0	7.055554E-2	3.274039E+0	4.233332E+0	7.055554E-2	1.900000E+1	0.000000E+0	9.100412E-4	2.978625E-3	2.221180E+1	2.745366E-3	2.359348E+0	1.294860E-2	2.102115E+1	1.681522E-3	2.204267E+1	5.985714E-2	2.224008E+1	3.601847E-3	1.857126E+1	5.798454E-3	4.465963E-1	1.082062E-1	2.196913E+1	1.472199E-3	5.944956E-1	2.454429E-3	2.163022E+1	1.419436E-3	1.945962E+0	1.142995E-2	2.161218E+1	2.591229E-3	6.271894E-1	8.705399E-3	2.228755E+1	6.487154E-3	2.230729E+1	3.053769E-3	2.800000E+0	0.000000E+0	3.510000E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	4.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:29.7		3.275700E+0	4.235480E+0	7.059133E-2	3.275700E+0	4.235480E+0	7.059133E-2	1.900000E+1	0.000000E+0	1.172983E-3	3.804748E-3	2.220638E+1	1.932077E-3	2.374297E+0	1.451605E-2	2.101499E+1	1.785086E-3	2.186030E+1	1.957019E-2	2.224049E+1	6.223051E-3	1.855804E+1	3.191798E-3	4.512262E-1	1.112153E-1	2.196530E+1	1.466435E-3	5.939838E-1	2.811531E-3	2.162812E+1	1.382859E-3	1.943853E+0	6.405984E-3	2.161049E+1	5.720460E-3	6.255443E-1	4.998242E-3	2.228542E+1	7.005663E-3	2.230437E+1	1.985120E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:30.7		3.276922E+0	4.237060E+0	7.061767E-2	3.276922E+0	4.237060E+0	7.061767E-2	1.900000E+1	0.000000E+0	1.385010E-3	4.685037E-3	2.221090E+1	2.245708E-3	2.415417E+0	9.085962E-3	2.100966E+1	2.212491E-3	2.178862E+1	3.988672E-2	2.223676E+1	7.529399E-3	1.855351E+1	3.570020E-3	4.424878E-1	7.583431E-2	2.196771E+1	2.355825E-3	5.939666E-1	2.935127E-3	2.162581E+1	1.350983E-3	1.943815E+0	5.771184E-3	2.161676E+1	6.886961E-3	6.253895E-1	4.862116E-3	2.229037E+1	4.407563E-3	2.230584E+1	1.942273E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.044250E+0	3.100000E+0	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:31.7		3.274213E+0	4.233557E+0	7.055929E-2	3.274213E+0	4.233557E+0	7.055929E-2	1.900000E+1	0.000000E+0	1.832053E-3	7.596340E-3	2.221285E+1	1.837342E-3	2.420990E+0	1.280462E-2	2.100772E+1	2.625572E-3	2.179948E+1	2.574926E-2	2.223593E+1	6.137799E-3	1.854927E+1	4.055524E-3	4.339441E-1	9.287221E-2	2.197147E+1	1.308165E-3	5.944448E-1	1.960687E-3	2.162933E+1	1.706928E-3	1.944893E+0	4.643295E-3	2.161788E+1	6.967787E-3	6.264365E-1	4.113388E-3	2.229131E+1	4.244467E-3	2.230373E+1	2.541218E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	4.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:32.7		3.271611E+0	4.230193E+0	7.050322E-2	3.271611E+0	4.230193E+0	7.050322E-2	1.900000E+1	0.000000E+0	2.826545E-3	1.212020E-2	2.221260E+1	3.352736E-3	2.401081E+0	1.542498E-2	2.101002E+1	3.484716E-3	2.184252E+1	2.531142E-2	2.224113E+1	1.042515E-3	1.855141E+1	1.561273E-3	4.389060E-1	6.858526E-2	2.196891E+1	4.107094E-3	5.942741E-1	3.389226E-3	2.163590E+1	2.629547E-3	1.945295E+0	1.053308E-2	2.161903E+1	6.404151E-3	6.268033E-1	8.434056E-3	2.229091E+1	4.533988E-3	2.230227E+1	2.213034E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:33.7		3.278178E+0	4.238684E+0	7.064473E-2	3.275614E+0	4.235369E+0	7.058948E-2	1.900000E+1	0.000000E+0	1.669951E-3	6.022174E-3	2.221164E+1	3.622482E-3	2.409797E+0	1.109731E-2	2.100923E+1	5.559337E-3	2.188640E+1	1.617594E-2	2.224226E+1	3.202009E-3	1.854742E+1	1.648935E-3	4.423588E-1	8.028350E-2	2.196453E+1	7.192068E-3	5.938272E-1	3.280913E-3	2.162894E+1	2.480396E-3	1.944932E+0	1.244475E-2	2.161825E+1	4.774654E-3	6.265154E-1	9.624426E-3	2.228827E+1	8.165567E-3	2.230060E+1	4.468494E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.021975E+0	3.100000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	5.000000E-2	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:34.7		3.277202E+0	4.237423E+0	7.062371E-2	3.278707E+0	4.239368E+0	7.065614E-2	1.900000E+1	0.000000E+0	1.479517E-3	4.075175E-3	2.221149E+1	4.040109E-3	2.416851E+0	7.717320E-3	2.100952E+1	6.888437E-3	2.186983E+1	1.482610E-2	2.223738E+1	3.760468E-3	1.854350E+1	3.451551E-3	4.524803E-1	1.154317E-1	2.196453E+1	5.065352E-3	5.942609E-1	2.283973E-3	2.162441E+1	2.527143E-3	1.946088E+0	1.071635E-2	2.161042E+1	6.609062E-3	6.269834E-1	8.625794E-3	2.228666E+1	6.478455E-3	2.229993E+1	3.052270E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.000000E-1	0.000000E+0	2.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:35.7		3.274488E+0	4.233912E+0	7.056521E-2	3.277957E+0	4.238398E+0	7.063997E-2	1.900000E+1	0.000000E+0	1.666651E-3	5.140350E-3	2.220910E+1	2.232163E-3	2.394704E+0	9.970968E-3	2.100432E+1	5.389791E-3	2.183482E+1	1.448657E-2	2.223264E+1	1.875088E-3	1.854211E+1	4.452567E-3	4.458298E-1	9.678457E-2	2.195994E+1	2.660081E-3	5.945788E-1	3.078764E-3	2.162391E+1	2.866488E-3	1.946233E+0	9.748048E-3	2.160993E+1	4.649609E-3	6.267773E-1	7.725717E-3	2.228367E+1	2.198291E-3	2.229689E+1	3.005975E-3	2.800000E+0	0.000000E+0	3.510000E+2	3.500000E+2	3.021975E+0	3.100000E+0	2.400000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:36.7		3.279289E+0	4.240121E+0	7.066868E-2	3.277807E+0	4.238205E+0	7.063675E-2	1.900000E+1	0.000000E+0	2.029938E-3	6.615801E-3	2.220803E+1	2.012289E-3	2.376036E+0	9.018845E-3	2.100359E+1	4.177218E-3	2.182692E+1	1.501572E-2	2.223621E+1	4.084956E-3	1.854364E+1	3.049783E-3	4.426723E-1	9.635186E-2	2.196399E+1	3.648117E-3	5.949355E-1	4.431248E-3	2.162651E+1	5.693834E-3	1.946508E+0	7.350971E-3	2.161698E+1	3.295806E-3	6.267013E-1	5.892709E-3	2.228747E+1	3.412298E-3	2.230156E+1	4.003306E-3	2.800000E+0	0.000000E+0	3.487500E+2	3.500000E+2	3.029400E+0	3.100000E+0	3.600000E-1	0.000000E+0	2.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:37.7		3.282344E+0	4.244071E+0	7.073452E-2	3.283392E+0	4.245425E+0	7.075709E-2	1.900000E+1	0.000000E+0	1.688543E-3	4.929307E-3	2.221072E+1	1.740136E-3	2.369691E+0	1.097018E-2	2.100958E+1	4.761358E-3	2.183280E+1	2.738717E-2	2.224112E+1	5.220268E-3	1.854661E+1	9.309560E-4	4.465235E-1	9.983177E-2	2.197047E+1	3.248941E-3	5.944935E-1	5.654826E-3	2.163128E+1	8.240838E-3	1.946432E+0	8.811776E-3	2.161895E+1	5.223121E-3	6.266193E-1	7.348720E-3	2.229297E+1	3.364018E-3	2.230528E+1	2.783985E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.029400E+0	3.100000E+0	4.200000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:38.7		3.276703E+0	4.236776E+0	7.061294E-2	3.276361E+0	4.236335E+0	7.060558E-2	1.900000E+1	0.000000E+0	1.336914E-3	3.877583E-3	2.220416E+1	1.685807E-3	2.361138E+0	1.358068E-2	2.099649E+1	3.386138E-3	2.187039E+1	1.299230E-2	2.223419E+1	1.684194E-3	1.854068E+1	2.524168E-3	4.580355E-1	1.035732E-1	2.196767E+1	5.564957E-3	5.949177E-1	2.317765E-3	2.162780E+1	6.275490E-3	1.945991E+0	6.278617E-3	2.160996E+1	2.211356E-3	6.259659E-1	4.567620E-3	2.228578E+1	2.271685E-3	2.230119E+1	4.234246E-3	2.400000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.072559E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.362795E-1	0.000000E+0	1.060466E-1	0.000000E+0	1.463721E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:39.7		3.274803E+0	4.234320E+0	7.057200E-2	3.274915E+0	4.234465E+0	7.057442E-2	1.900000E+1	0.000000E+0	2.200678E-3	8.214938E-3	2.220581E+1	2.929870E-3	2.308600E+0	2.022463E-2	2.099433E+1	2.340571E-3	2.184469E+1	1.262295E-2	2.223234E+1	2.694007E-3	1.853436E+1	6.684282E-3	4.495628E-1	8.968288E-2	2.196448E+1	5.861644E-3	5.953735E-1	4.432011E-3	2.162574E+1	6.334231E-3	1.946001E+0	8.157884E-3	2.161172E+1	2.963054E-3	6.258748E-1	7.170732E-3	2.228770E+1	1.595297E-3	2.230154E+1	6.132583E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	9.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:40.7		3.266382E+0	4.223433E+0	7.039054E-2	3.266382E+0	4.223433E+0	7.039054E-2	1.900000E+1	0.000000E+0	2.941219E-3	1.124998E-2	2.220823E+1	5.312594E-3	2.259633E+0	1.302303E-2	2.099819E+1	4.140940E-3	2.183374E+1	6.186233E-3	2.223343E+1	5.935653E-3	1.852701E+1	6.874551E-3	4.473243E-1	8.779466E-2	2.196564E+1	2.427341E-3	5.959708E-1	5.567342E-3	2.162894E+1	3.467037E-3	1.947111E+0	1.049575E-2	2.161685E+1	3.903187E-3	6.267692E-1	9.790847E-3	2.228978E+1	2.324445E-3	2.230399E+1	7.600210E-3	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.036825E+0	3.100000E+0	4.200000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:41.7		3.272397E+0	4.231209E+0	7.052016E-2	3.272397E+0	4.231209E+0	7.052016E-2	1.900000E+1	0.000000E+0	1.905072E-3	6.112803E-3	2.220854E+1	4.214111E-3	2.236328E+0	7.268661E-3	2.099705E+1	4.423704E-3	2.182245E+1	1.167113E-2	2.223497E+1	4.431438E-3	1.852400E+1	3.174768E-3	4.487159E-1	1.098944E-1	2.196860E+1	3.028625E-3	5.958919E-1	3.072119E-3	2.163082E+1	4.394322E-3	1.947115E+0	8.145061E-3	2.162183E+1	2.532763E-3	6.266339E-1	6.064252E-3	2.228947E+1	2.298426E-3	2.230482E+1	5.399659E-3	2.800000E+0	0.000000E+0	3.510000E+2	3.500000E+2	3.044250E+0	3.100000E+0	3.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:42.7		3.268435E+0	4.226087E+0	7.043478E-2	3.268816E+0	4.226579E+0	7.044298E-2	1.900000E+1	0.000000E+0	2.023555E-3	6.850323E-3	2.221175E+1	4.309274E-3	2.223637E+0	7.231377E-3	2.099121E+1	4.543377E-3	2.178390E+1	1.571140E-2	2.223677E+1	5.136545E-3	1.852871E+1	6.553801E-3	4.441750E-1	9.381348E-2	2.196732E+1	2.946886E-3	5.958232E-1	3.110375E-3	2.162729E+1	2.985534E-3	1.946881E+0	8.564120E-3	2.161976E+1	3.315623E-3	6.266706E-1	6.325219E-3	2.228683E+1	4.095611E-3	2.230321E+1	2.770489E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	4.200000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:43.7		3.278898E+0	4.239615E+0	7.066025E-2	3.278898E+0	4.239615E+0	7.066025E-2	1.900000E+1	0.000000E+0	2.559260E-3	8.783746E-3	2.221032E+1	3.563565E-3	2.213991E+0	5.825642E-3	2.098750E+1	4.916564E-3	2.174890E+1	1.099328E-2	2.223217E+1	6.071588E-3	1.852307E+1	6.575729E-3	4.405968E-1	7.866324E-2	2.196413E+1	4.936241E-3	5.956960E-1	2.753121E-3	2.162745E+1	5.447852E-3	1.946566E+0	6.663892E-3	2.161686E+1	2.001631E-3	6.265432E-1	4.922079E-3	2.228246E+1	7.230760E-3	2.230072E+1	3.978714E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.037855E+0	3.100000E+0	2.566507E-1	0.000000E+0	1.500000E-1	0.000000E+0	4.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:44.7		3.272960E+0	4.231937E+0	7.053229E-2	3.272960E+0	4.231937E+0	7.053229E-2	1.900000E+1	0.000000E+0	1.746111E-3	5.698666E-3	2.220422E+1	2.614351E-3	2.214693E+0	7.452585E-3	2.098066E+1	2.208621E-3	2.173892E+1	8.929610E-3	2.222836E+1	1.468793E-3	1.851625E+1	2.657669E-3	4.420320E-1	9.314726E-2	2.195861E+1	6.233192E-4	5.951985E-1	2.335960E-3	2.162297E+1	4.373681E-3	1.945884E+0	4.362871E-3	2.161309E+1	4.552963E-3	6.259934E-1	3.439938E-3	2.228136E+1	3.185648E-3	2.229735E+1	3.061690E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.044250E+0	3.100000E+0	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:45.7		3.274459E+0	4.233875E+0	7.056459E-2	3.274459E+0	4.233875E+0	7.056459E-2	1.900000E+1	0.000000E+0	9.355044E-4	2.377724E-3	2.220384E+1	3.422359E-3	2.242654E+0	1.084925E-2	2.098392E+1	3.381507E-3	2.177237E+1	1.433839E-2	2.223535E+1	9.713464E-4	1.852650E+1	3.692820E-3	4.487412E-1	8.051889E-2	2.196086E+1	1.144518E-3	5.950740E-1	2.171978E-3	2.162284E+1	3.471275E-3	1.946495E+0	6.011054E-3	2.161079E+1	6.842617E-3	6.263771E-1	5.081072E-3	2.228507E+1	1.571213E-3	2.230130E+1	6.493846E-3	2.400000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.029400E+0	3.100000E+0	4.200000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:46.7		3.273342E+0	4.232431E+0	7.054052E-2	3.273342E+0	4.232431E+0	7.054052E-2	1.900000E+1	0.000000E+0	9.958551E-4	2.387321E-3	2.220241E+1	6.723362E-3	2.283592E+0	1.164024E-2	2.098452E+1	3.470019E-3	2.181696E+1	1.707513E-2	2.223627E+1	3.534573E-3	1.852672E+1	8.663870E-3	4.392984E-1	7.420363E-2	2.195966E+1	5.515158E-3	5.953564E-1	2.290975E-3	2.162828E+1	2.918278E-3	1.947208E+0	7.719198E-3	2.160955E+1	4.778317E-3	6.268575E-1	5.893527E-3	2.228212E+1	2.385214E-3	2.229769E+1	5.345277E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:47.7		3.269447E+0	4.227395E+0	7.045658E-2	3.269447E+0	4.227395E+0	7.045658E-2	1.900000E+1	0.000000E+0	8.068025E-4	1.859845E-3	2.220128E+1	9.771896E-3	2.297115E+0	7.013800E-3	2.098125E+1	6.674983E-3	2.183401E+1	1.092509E-2	2.223282E+1	5.748018E-3	1.851468E+1	1.626049E-2	4.268897E-1	7.104642E-2	2.195537E+1	1.023397E-2	5.955464E-1	1.727529E-3	2.162755E+1	3.565667E-3	1.947462E+0	4.851663E-3	2.160813E+1	4.140844E-3	6.269197E-1	3.780499E-3	2.228251E+1	1.034598E-3	2.229309E+1	6.207528E-3	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.029400E+0	3.100000E+0	4.200000E-1	0.000000E+0	2.500000E-1	0.000000E+0	4.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:48.7		3.275548E+0	4.235283E+0	7.058804E-2	3.275548E+0	4.235283E+0	7.058804E-2	1.900000E+1	0.000000E+0	2.822378E-3	1.072146E-2	2.220944E+1	3.466593E-3	2.280081E+0	6.380847E-3	2.098422E+1	3.474070E-3	2.179750E+1	1.506721E-2	2.224371E+1	3.582051E-3	1.852458E+1	5.562040E-3	4.407315E-1	9.426106E-2	2.197084E+1	3.165705E-3	5.948343E-1	2.822698E-3	2.163194E+1	3.507069E-3	1.946351E+0	1.065092E-2	2.161428E+1	2.620478E-3	6.264354E-1	8.469950E-3	2.228598E+1	3.850092E-3	2.230247E+1	4.883015E-3	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:49.7		3.276225E+0	4.236159E+0	7.060265E-2	3.276225E+0	4.236159E+0	7.060265E-2	1.900000E+1	0.000000E+0	1.320292E-3	4.285272E-3	2.220651E+1	2.425263E-3	2.275183E+0	5.646532E-3	2.097949E+1	2.235514E-3	2.178208E+1	8.689722E-3	2.223767E+1	2.031588E-3	1.852456E+1	8.337550E-3	4.590805E-1	1.045352E-1	2.196944E+1	6.555227E-4	5.951889E-1	2.327516E-3	2.162399E+1	5.225994E-3	1.947353E+0	1.050530E-2	2.161083E+1	3.443863E-3	6.275719E-1	8.687499E-3	2.228198E+1	3.993557E-3	2.229815E+1	4.538297E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	4.200000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.800000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:50.7		3.272550E+0	4.231407E+0	7.052345E-2	3.272550E+0	4.231407E+0	7.052345E-2	1.900000E+1	0.000000E+0	1.514874E-3	3.990017E-3	2.220767E+1	1.048724E-3	2.285897E+0	7.523624E-3	2.098127E+1	1.716774E-3	2.180603E+1	7.796468E-3	2.223700E+1	2.105617E-3	1.851446E+1	6.564023E-3	4.539802E-1	9.148378E-2	2.196692E+1	2.187124E-3	5.951305E-1	4.393268E-3	2.162142E+1	4.151743E-3	1.945778E+0	8.004235E-3	2.161040E+1	3.507798E-3	6.265865E-1	5.864103E-3	2.228238E+1	8.248336E-4	2.230159E+1	2.128116E-3	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.030366E+0	3.100000E+0	3.600000E-1	0.000000E+0	1.934944E-1	0.000000E+0	6.195167E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:51.7		3.278087E+0	4.238566E+0	7.064277E-2	3.278087E+0	4.238566E+0	7.064277E-2	1.900000E+1	0.000000E+0	1.451204E-3	3.919133E-3	2.220581E+1	3.332867E-3	2.303945E+0	8.762077E-3	2.097920E+1	3.389830E-3	2.182218E+1	8.439279E-3	2.224010E+1	3.695356E-3	1.851260E+1	7.899468E-3	4.499299E-1	8.841381E-2	2.196287E+1	4.938398E-3	5.953792E-1	4.974355E-3	2.162438E+1	4.440443E-3	1.945905E+0	7.900707E-3	2.161484E+1	3.173199E-3	6.270791E-1	5.993791E-3	2.228202E+1	1.981837E-3	2.230070E+1	4.346026E-3	2.400000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.036825E+0	3.100000E+0	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:52.7		3.276817E+0	4.236924E+0	7.061540E-2	3.276817E+0	4.236924E+0	7.061540E-2	1.900000E+1	0.000000E+0	1.424135E-3	4.561460E-3	2.220553E+1	4.104460E-3	2.315966E+0	5.069311E-3	2.097483E+1	2.086389E-3	2.182121E+1	4.337167E-3	2.224139E+1	5.861194E-3	1.850927E+1	8.159735E-3	4.622246E-1	8.989796E-2	2.196357E+1	7.386223E-3	5.948673E-1	2.469154E-3	2.162789E+1	4.355322E-3	1.944770E+0	6.480484E-3	2.161721E+1	2.467820E-3	6.267695E-1	5.273454E-3	2.228367E+1	1.986948E-3	2.230039E+1	1.955663E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	3.029400E+0	3.100000E+0	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	4.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
21.05.2025	13:48:53.7		3.276903E+0	4.237036E+0	7.061726E-2	3.276903E+0	4.237036E+0	7.061726E-2	1.900000E+1	0.000000E+0	1.867858E-3	6.891416E-3	2.221080E+1	2.040215E-3	2.321094E+0	5.997729E-3	2.097623E+1	8.652247E-4	2.182588E+1	3.516042E-3	2.224351E+1	7.827523E-3	1.851403E+1	2.634643E-3	4.575218E-1	8.745592E-2	2.196631E+1	5.358287E-3	5.945971E-1	1.889438E-3	2.163231E+1	3.299923E-3	1.943903E+0	5.258935E-3	2.161884E+1	1.879449E-3	6.265334E-1	4.292066E-3	2.228287E+1	2.918290E-3	2.230572E+1	1.797077E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	3.029400E+0	3.100000E+0	4.200000E-1	0.000000E+0	2.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0	2.400000E+1	5.380000E+1	1.546000E+2
