date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	0.0	0.1	0.2	0.3	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1	ai12:_HEAT_T1_Stabw	ai13:_HEAT_T2	ai13:_HEAT_T2_Stabw	ai14:_HEAT_T3	ai14:_HEAT_T3_Stabw	ai15:_HEAT_T4	ai15:_HEAT_T4_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
			[°C]	[kg/m3]	[m3/s]	[sl/min]	[g/min]	[g/s]									°C	°C	V	V	°C	°C	°C	°C	°C	°C	°C	°C			°C	°C	V	V	°C	°C	V	V	°C	°C	V	V	°C	°C	°C	°C	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/MIN	L/Min	L/Min	L/Min	L/Min
																																																														
16.05.2025	15:28:30.3		3.239744E+0	4.188989E+0	6.981649E-2	3.239744E+0	4.188989E+0	6.981649E-2	2.889294E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.830798E-2	8.250021E-3	2.164345E+1	6.863527E-3	1.947514E+0	7.310282E-3	2.369643E+2	1.549949E-2	1.402969E+2	5.119112E-1	4.672029E+1	1.680187E-1	2.138012E+2	1.024485E-2	6.122707E-1	9.231665E-2	2.160563E+1	9.491234E-3	5.239472E-1	2.550919E-3	2.176999E+1	4.452643E-3	1.488216E+0	5.022123E-3	2.174273E+1	4.931575E-3	5.611023E-1	3.428801E-3	2.214928E+1	1.451195E-3	2.214599E+1	4.500250E-3	1.000000E+2	1.000000E+2	3.502500E+2	3.500000E+2	2.948346E+0	3.000000E+0	3.600000E-1	0.000000E+0	2.479086E-1	0.000000E+0	8.874513E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0
16.05.2025	15:28:31.3		3.241964E+0	4.191859E+0	6.986432E-2	3.241964E+0	4.191859E+0	6.986432E-2	2.811188E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.953441E-2	8.645380E-3	2.163490E+1	1.559519E-3	1.942551E+0	7.047229E-3	2.369230E+2	1.358300E-2	1.404045E+2	2.812403E-1	4.683890E+1	1.061375E-1	2.137871E+2	6.488456E-3	6.078052E-1	1.038607E-1	2.159415E+1	7.639028E-4	5.237554E-1	1.944929E-3	2.176250E+1	3.416731E-3	1.488600E+0	3.968828E-3	2.174071E+1	4.266252E-3	5.607157E-1	3.339759E-3	2.214788E+1	1.047206E-3	2.214205E+1	1.774212E-3	9.960000E+1	1.000000E+2	3.495000E+2	3.500000E+2	2.970000E+0	3.000000E+0	3.000000E-1	0.000000E+0	2.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0
16.05.2025	15:28:32.3		3.241593E+0	4.191380E+0	6.985633E-2	3.241593E+0	4.191380E+0	6.985633E-2	2.891369E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.857136E-2	9.992326E-3	2.163406E+1	3.973278E-3	1.923459E+0	1.484878E-2	2.369067E+2	2.875606E-3	1.404183E+2	3.315766E-1	4.679204E+1	4.927330E-2	2.137702E+2	8.609644E-3	5.995350E-1	8.443596E-2	2.159826E+1	1.180656E-3	5.237729E-1	1.572074E-3	2.176641E+1	2.931665E-3	1.489637E+0	6.823942E-3	2.173360E+1	2.590536E-3	5.610158E-1	5.648329E-3	2.214949E+1	2.473471E-3	2.213952E+1	3.089920E-3	1.002484E+2	1.000000E+2	3.502500E+2	3.500000E+2	2.940300E+0	3.000000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	9.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.200000E-1	0.000000E+0
16.05.2025	15:28:33.3		3.241267E+0	4.190958E+0	6.984931E-2	3.241267E+0	4.190958E+0	6.984931E-2	2.810143E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	6.199902E-2	1.567471E-2	2.164114E+1	2.569049E-3	1.921384E+0	1.285609E-2	2.368845E+2	1.321706E-2	1.404335E+2	7.629845E-1	4.667473E+1	1.324678E-1	2.137874E+2	7.923799E-3	6.046700E-1	9.359677E-2	2.160301E+1	3.923146E-3	5.230288E-1	3.631781E-3	2.176436E+1	2.725242E-3	1.486528E+0	7.363768E-3	2.173424E+1	2.296872E-3	5.584305E-1	5.740831E-3	2.214378E+1	1.903546E-3	2.214243E+1	4.120871E-3	1.004000E+2	1.000000E+2	3.510000E+2	3.500000E+2	2.955150E+0	3.000000E+0	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	9.000000E-2	0.000000E+0
16.05.2025	15:28:34.3		3.238184E+0	4.186972E+0	6.978288E-2	3.238184E+0	4.186972E+0	6.978288E-2	2.898076E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.745902E-2	7.359186E-3	2.163810E+1	5.827060E-3	1.947728E+0	1.249584E-2	2.368893E+2	8.326736E-3	1.401100E+2	8.156786E-1	4.641377E+1	3.003675E-2	2.137830E+2	5.282433E-3	5.988947E-1	7.986530E-2	2.160211E+1	4.449581E-3	5.242123E-1	1.718206E-3	2.176694E+1	6.458711E-3	1.489081E+0	3.744942E-3	2.174264E+1	5.149345E-3	5.607920E-1	3.476738E-3	2.214335E+1	1.917176E-3	2.214337E+1	3.843944E-3	1.004000E+2	1.000000E+2	3.487500E+2	3.500000E+2	2.955150E+0	3.000000E+0	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0
16.05.2025	15:28:35.3		3.244391E+0	4.194997E+0	6.991662E-2	3.244391E+0	4.194997E+0	6.991662E-2	2.825200E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.757952E-2	1.283625E-2	2.163149E+1	5.096328E-3	1.969554E+0	7.031934E-3	2.368897E+2	3.210381E-3	1.408186E+2	5.863606E-1	4.675548E+1	1.276727E-1	2.137830E+2	1.631602E-3	5.742073E-1	6.687887E-2	2.159665E+1	3.712950E-3	5.241540E-1	2.756150E-3	2.176205E+1	3.047216E-3	1.490524E+0	9.781467E-3	2.174058E+1	5.642469E-3	5.619869E-1	8.517997E-3	2.214374E+1	1.542399E-3	2.214081E+1	2.181124E-3	1.004000E+2	1.000000E+2	3.502500E+2	3.500000E+2	2.955150E+0	3.000000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	9.000000E-2	0.000000E+0
16.05.2025	15:28:36.3		3.246068E+0	4.197166E+0	6.995277E-2	3.246068E+0	4.197166E+0	6.995277E-2	2.890904E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.818745E-2	9.778277E-3	2.162834E+1	4.646785E-3	1.986658E+0	8.287293E-3	2.369021E+2	6.875192E-3	1.410103E+2	6.914507E-1	4.677745E+1	1.032905E-1	2.137798E+2	7.174071E-3	6.061946E-1	7.197189E-2	2.159377E+1	2.544941E-3	5.237356E-1	1.604485E-3	2.176120E+1	5.814582E-3	1.489374E+0	4.735561E-3	2.173349E+1	4.059474E-3	5.597977E-1	3.658748E-3	2.214234E+1	2.944794E-3	2.213596E+1	6.051366E-3	1.000000E+2	1.000000E+2	3.495000E+2	3.500000E+2	2.947725E+0	3.000000E+0	3.000000E-1	0.000000E+0	2.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
16.05.2025	15:28:37.3		3.246002E+0	4.197080E+0	6.995133E-2	3.246002E+0	4.197080E+0	6.995133E-2	2.816433E+2	2.850000E+2	0.000000E+0	0.000000E+0	0.000000E+0	0.000000E+0	5.720643E-2	1.472522E-2	2.164308E+1	2.107161E-3	1.981112E+0	1.090737E-2	2.369122E+2	3.934017E-3	1.420820E+2	4.013684E-1	4.681245E+1	1.965187E-1	2.138051E+2	1.192906E-2	6.099500E-1	9.912699E-2	2.160251E+1	4.019542E-3	5.235362E-1	2.969147E-3	2.177613E+1	1.119402E-3	1.489319E+0	8.479654E-3	2.174679E+1	4.402182E-3	5.602229E-1	6.089823E-3	2.215361E+1	5.181721E-3	2.214601E+1	2.879089E-3	1.003721E+2	1.000000E+2	3.495000E+2	3.500000E+2	2.954633E+0	3.000000E+0	3.000000E-1	0.000000E+0	2.034832E-1	0.000000E+0	4.708993E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.220899E-1	0.000000E+0
