date	time	comment	HEAT_#96:_Volume_[sl/min]	HEAT_#96:_mass_[g/min]	HEAT_#96:_mass_[g/s]	shield_airshield_air_#96:_Volume_[sl/min]	shield_airshield_air_#96:_mass_[g/min]	shield_airshield_air_#96:_mass_[g/s]	T_Heater	T_Heater.set	ai0:_P0_plenum	ai0:_P0_plenum_Stabw	ai0:_T0_plenum	ai0:_T0_plenum_Stabw	ai0:_g0_137_hood	ai0:_g0_137_hood_Stabw	ai12:_HEAT_T1_heat_in	ai12:_HEAT_T1_heat_in_Stabw	ai13:_HEAT_T2_core_out	ai13:_HEAT_T2_core_out_Stabw	ai14:_HEAT_T3_core_in	ai14:_HEAT_T3_core_in_Stabw	ai15:_HEAT_T4_heat_out	ai15:_HEAT_T4_heat_out_Stabw	ai1:_P1_fuel_HEAT	ai1:_P1_fuel_HEAT_Stabw	ai1:_T1_main_air	ai1:_T1_main_air_Stabw	ai1:_g1_135_bur	ai1:_g1_135_bur_Stabw	ai2:_T2_pilot_air_1	ai2:_T2_pilot_air_1_Stabw	ai2:_g2_137_scr	ai2:_g2_137_scr_Stabw	ai3:_T3_pilot_air_2	ai3:_T3_pilot_air_2_Stabw	ai3:_g3_135_mfc	ai3:_g3_135_mfc_Stabw	ai4:_T4_por_in	ai4:_T4_por_in_Stabw	ai6:_T6_shield	ai6:_T6_shield_Stabw	AIR-MAI	AIR-MAI.set	AIR-PIL	AIR-PIL.set	AIRHEAT	AIRHEAT.set	CH4-PIL	CH4-PIL.set	H2-MAIN	H2-MAIN.set	H2-PILO	H2-PILO.set	N2	N2.set	NH3-MAI	NH3-MAI.set
21.05.2025	14:59:08.3		9.992843E+0	1.292074E+1	2.153458E-1	9.992843E+0	1.292074E+1	2.153458E-1	5.743347E+2	5.800000E+2	1.725199E-3	7.244864E-3	2.143037E+1	5.325413E-3	2.932813E+0	4.650078E-3	5.183913E+2	4.552104E-2	3.163983E+2	2.899726E-1	5.828090E+1	1.273623E-1	4.491797E+2	7.444864E-3	3.865686E+0	8.245698E-2	2.339623E+1	4.979993E-3	6.006880E-1	1.656952E-3	2.228632E+1	1.344938E-3	1.925490E+0	3.692229E-3	2.226235E+1	2.899689E-3	6.319639E-1	3.091448E-3	2.222173E+1	7.458460E-4	2.227634E+1	4.594249E-3	2.864807E+0	0.000000E+0	3.496215E+2	3.500000E+2	9.716919E+0	9.900000E+0	3.097210E-1	0.000000E+0	2.337983E-1	0.000000E+0	7.256974E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.451395E-1	0.000000E+0
21.05.2025	14:59:09.3		9.995630E+0	1.292435E+1	2.154058E-1	9.995630E+0	1.292435E+1	2.154058E-1	5.849660E+2	5.800000E+2	1.432407E-3	4.149778E-3	2.143352E+1	1.442431E-3	2.934027E+0	6.992118E-3	5.183179E+2	3.164985E-2	3.157033E+2	2.204719E-1	5.836058E+1	8.257683E-2	4.491869E+2	6.541389E-3	3.877627E+0	6.645541E-2	2.339508E+1	5.399622E-4	6.009019E-1	4.776303E-3	2.228704E+1	1.840389E-3	1.927008E+0	9.459650E-3	2.226223E+1	1.149570E-4	6.332083E-1	6.910824E-3	2.222414E+1	8.113265E-4	2.227554E+1	3.641938E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.704475E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
21.05.2025	14:59:10.3		9.990581E+0	1.291782E+1	2.152970E-1	9.990581E+0	1.291782E+1	2.152970E-1	5.760318E+2	5.800000E+2	8.103684E-4	2.051799E-3	2.143139E+1	1.101813E-3	2.929171E+0	6.300061E-3	5.183683E+2	2.068041E-2	3.158615E+2	1.460444E-1	5.860103E+1	9.760417E-2	4.491724E+2	1.896308E-2	3.879466E+0	7.076036E-2	2.339493E+1	3.401201E-4	6.010725E-1	3.149770E-3	2.228516E+1	4.600540E-3	1.926679E+0	8.358730E-3	2.226375E+1	2.655759E-3	6.326630E-1	5.358509E-3	2.222409E+1	7.849284E-4	2.227551E+1	2.289840E-3	2.923440E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.704475E+0	9.900000E+0	4.200000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
21.05.2025	14:59:11.3		9.999927E+0	1.292990E+1	2.154984E-1	9.999927E+0	1.292990E+1	2.154984E-1	5.850745E+2	5.800000E+2	1.371766E-3	7.298145E-3	2.143865E+1	6.342433E-3	2.923203E+0	4.847538E-3	5.183662E+2	1.468175E-2	3.155616E+2	1.798327E-1	5.862346E+1	2.125929E-1	4.491350E+2	8.506490E-3	3.869469E+0	1.073369E-1	2.339436E+1	7.576411E-4	6.009427E-1	2.050090E-3	2.228456E+1	5.503155E-3	1.925903E+0	6.617610E-3	2.227053E+1	3.603525E-3	6.323345E-1	4.844547E-3	2.222552E+1	2.162005E-3	2.227390E+1	8.958735E-4	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.697050E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
21.05.2025	14:59:12.3		1.000820E+1	1.294061E+1	2.156768E-1	1.000820E+1	1.294061E+1	2.156768E-1	5.755203E+2	5.800000E+2	1.731444E-3	5.894264E-3	2.143382E+1	3.159742E-3	2.917189E+0	8.434794E-3	5.184038E+2	2.038682E-2	3.159529E+2	2.975121E-1	5.915449E+1	1.331584E-1	4.491137E+2	2.537580E-3	3.895354E+0	8.866183E-2	2.339878E+1	4.147513E-3	6.008006E-1	4.039113E-3	2.229200E+1	4.453063E-3	1.926034E+0	1.105358E-2	2.226064E+1	8.135147E-4	6.324788E-1	7.952192E-3	2.222635E+1	4.543623E-3	2.227425E+1	2.038216E-3	3.200000E+0	0.000000E+0	3.510000E+2	3.500000E+2	9.704475E+0	9.900000E+0	4.200000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	0.000000E+0	0.000000E+0
21.05.2025	14:59:13.3		9.992089E+0	1.291977E+1	2.153295E-1	9.992089E+0	1.291977E+1	2.153295E-1	5.858820E+2	5.800000E+2	1.479730E-3	4.754242E-3	2.142475E+1	6.061847E-3	2.909084E+0	6.081567E-3	5.183796E+2	3.047351E-2	3.157151E+2	2.866772E-1	5.853828E+1	3.605579E-1	4.491276E+2	6.366944E-3	3.890618E+0	8.549079E-2	2.339524E+1	5.585777E-3	6.002188E-1	2.220765E-3	2.228848E+1	4.004783E-3	1.924567E+0	5.042676E-3	2.226388E+1	2.703010E-3	6.315593E-1	3.487178E-3	2.222292E+1	4.181128E-3	2.227563E+1	2.710342E-3	2.437400E+0	0.000000E+0	3.495701E+2	3.500000E+2	9.718631E+0	9.900000E+0	3.056100E-1	0.000000E+0	1.976625E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.523375E-1	0.000000E+0	1.429875E-1	0.000000E+0
21.05.2025	14:59:14.3		9.986008E+0	1.291191E+1	2.151985E-1	9.986008E+0	1.291191E+1	2.151985E-1	5.757295E+2	5.800000E+2	1.468681E-3	4.709638E-3	2.142438E+1	6.188434E-3	2.908756E+0	5.977385E-3	5.183785E+2	3.088276E-2	3.157045E+2	2.860257E-1	5.851173E+1	3.701614E-1	4.491282E+2	6.535749E-3	3.890376E+0	8.539382E-2	2.339509E+1	5.639763E-3	6.001948E-1	2.141622E-3	2.228832E+1	3.988011E-3	1.924506E+0	4.784878E-3	2.226404E+1	2.786484E-3	6.315208E-1	3.296064E-3	2.222278E+1	4.162030E-3	2.227569E+1	2.736224E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.704475E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	0.000000E+0	0.000000E+0
21.05.2025	14:59:15.3		9.993063E+0	1.292103E+1	2.153505E-1	9.993063E+0	1.292103E+1	2.153505E-1	5.853276E+2	5.800000E+2	9.660285E-4	2.494676E-3	2.141995E+1	6.709138E-3	2.909362E+0	4.090817E-3	5.183693E+2	2.066334E-2	3.151180E+2	1.599937E-1	5.815737E+1	1.403928E-2	4.491166E+2	8.081331E-3	3.879291E+0	8.752160E-2	2.338727E+1	8.048185E-3	6.004159E-1	1.815390E-3	2.227911E+1	2.698822E-3	1.924415E+0	4.294792E-3	2.225373E+1	6.580492E-3	6.322534E-1	3.138798E-3	2.221044E+1	7.137677E-3	2.227230E+1	4.376656E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.716600E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.275251E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.224749E-1	0.000000E+0
21.05.2025	14:59:16.3		9.980366E+0	1.290461E+1	2.150769E-1	9.980366E+0	1.290461E+1	2.150769E-1	5.753609E+2	5.800000E+2	1.629635E-3	3.314056E-3	2.142547E+1	2.583631E-3	2.912821E+0	4.086327E-3	5.183771E+2	4.616092E-2	3.149885E+2	1.225627E-1	5.798475E+1	2.069528E-1	4.491170E+2	9.817533E-3	3.892171E+0	1.073104E-1	2.339365E+1	2.843998E-3	6.004361E-1	2.188151E-3	2.228155E+1	2.656890E-3	1.924579E+0	4.196498E-3	2.225722E+1	3.023523E-3	6.327240E-1	3.261784E-3	2.221880E+1	2.212618E-3	2.227636E+1	1.600054E-3	2.800000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.711900E+0	9.900000E+0	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
21.05.2025	14:59:17.3		9.989358E+0	1.291624E+1	2.152707E-1	9.989358E+0	1.291624E+1	2.152707E-1	5.844188E+2	5.800000E+2	9.849786E-4	2.588455E-3	2.142483E+1	4.350518E-3	2.918529E+0	4.643198E-3	5.184903E+2	3.261499E-3	3.154211E+2	6.468092E-1	5.859994E+1	2.274253E-1	4.491176E+2	1.555332E-2	3.882975E+0	1.125193E-1	2.339732E+1	1.222490E-3	6.003662E-1	1.601977E-3	2.228902E+1	1.448435E-3	1.923917E+0	3.732888E-3	2.226032E+1	2.128496E-3	6.320503E-1	2.796021E-3	2.222319E+1	7.514170E-4	2.227590E+1	3.079748E-3	3.047010E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.719325E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.926289E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
21.05.2025	14:59:18.3		9.989425E+0	1.291633E+1	2.152721E-1	9.989425E+0	1.291633E+1	2.152721E-1	5.756022E+2	5.800000E+2	1.761826E-3	6.847696E-3	2.142219E+1	2.674340E-3	2.916542E+0	7.458936E-3	5.184391E+2	2.214625E-2	3.157349E+2	4.553393E-1	5.839120E+1	3.146214E-1	4.491286E+2	2.269300E-3	3.888285E+0	8.571936E-2	2.339266E+1	6.186255E-3	6.011416E-1	4.940871E-3	2.228568E+1	1.716575E-3	1.925925E+0	1.085500E-2	2.225505E+1	3.061959E-3	6.328412E-1	6.702250E-3	2.221495E+1	2.817518E-3	2.226887E+1	1.592739E-3	2.800000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.711900E+0	9.900000E+0	3.600000E-1	0.000000E+0	1.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.200000E-1	0.000000E+0
21.05.2025	14:59:19.3		9.990648E+0	1.291791E+1	2.152985E-1	9.990648E+0	1.291791E+1	2.152985E-1	5.859443E+2	5.800000E+2	1.944535E-3	7.289776E-3	2.141864E+1	1.637130E-3	2.916378E+0	8.173789E-3	5.184240E+2	9.708474E-3	3.154984E+2	3.428997E-1	5.823148E+1	2.342884E-1	4.491259E+2	4.321442E-3	3.877495E+0	8.891793E-2	2.339705E+1	3.021252E-3	6.008252E-1	6.145617E-3	2.228283E+1	1.735282E-3	1.924969E+0	1.012164E-2	2.225299E+1	3.583770E-3	6.325970E-1	7.526303E-3	2.221652E+1	1.432043E-3	2.226699E+1	4.906431E-4	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.711900E+0	9.900000E+0	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	9.000000E-2	0.000000E+0
21.05.2025	14:59:20.3		9.982426E+0	1.290728E+1	2.151213E-1	9.982343E+0	1.290717E+1	2.151195E-1	5.760387E+2	5.800000E+2	1.412315E-3	3.651811E-3	2.142268E+1	1.284935E-3	2.916406E+0	4.324122E-3	5.184420E+2	1.873294E-2	3.150171E+2	2.395139E-1	5.827818E+1	7.398351E-2	4.491124E+2	5.958217E-3	3.913194E+0	7.745591E-2	2.339364E+1	1.888177E-3	6.004266E-1	2.407987E-3	2.228136E+1	1.733272E-3	1.923910E+0	4.442458E-3	2.226279E+1	2.251631E-3	6.315886E-1	3.276301E-3	2.221902E+1	2.717238E-3	2.226491E+1	4.616009E-4	2.870647E+0	0.000000E+0	3.496325E+2	3.500000E+2	9.718014E+0	9.900000E+0	3.105970E-1	0.000000E+0	1.911691E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.411691E-1	0.000000E+0	1.394030E-1	0.000000E+0
21.05.2025	14:59:21.3		9.992064E+0	1.291974E+1	2.153290E-1	9.989836E+0	1.291686E+1	2.152810E-1	5.850835E+2	5.800000E+2	1.479664E-3	3.643463E-3	2.142882E+1	3.602846E-3	2.911342E+0	8.379752E-3	5.184473E+2	1.002399E-2	3.152028E+2	4.552288E-1	5.813368E+1	1.750639E-1	4.491176E+2	6.024592E-3	3.879950E+0	8.580981E-2	2.339797E+1	2.104151E-3	6.010576E-1	3.451215E-3	2.228483E+1	3.394430E-3	1.926143E+0	1.162499E-2	2.226774E+1	1.887263E-3	6.334902E-1	1.038853E-2	2.222288E+1	4.111642E-3	2.227420E+1	4.741670E-3	3.200000E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.711900E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.500000E-1	0.000000E+0
21.05.2025	14:59:22.3		9.991441E+0	1.291893E+1	2.153155E-1	9.991441E+0	1.291893E+1	2.153155E-1	5.759872E+2	5.800000E+2	1.701130E-3	5.024047E-3	2.143010E+1	4.790721E-4	2.907515E+0	5.018213E-3	5.184310E+2	3.100069E-3	3.148657E+2	2.718979E-1	5.863581E+1	1.771872E-1	4.491310E+2	2.122972E-3	3.890451E+0	7.975993E-2	2.339982E+1	1.848528E-3	6.004881E-1	1.488471E-3	2.228568E+1	4.001069E-3	1.925462E+0	1.089121E-2	2.225921E+1	5.482856E-3	6.325388E-1	9.100126E-3	2.222120E+1	1.159738E-3	2.227274E+1	3.948889E-3	2.950658E+0	0.000000E+0	3.502500E+2	3.500000E+2	9.726750E+0	9.900000E+0	3.600000E-1	0.000000E+0	1.500000E-1	0.000000E+0	6.564967E-1	0.000000E+0	1.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
21.05.2025	14:59:23.3		9.993283E+0	1.292131E+1	2.153552E-1	9.993283E+0	1.292131E+1	2.153552E-1	5.843087E+2	5.800000E+2	9.858122E-4	2.854847E-3	2.143373E+1	3.979164E-3	2.913639E+0	6.946385E-3	5.184424E+2	8.653249E-3	3.159448E+2	4.613591E-1	5.860131E+1	1.454045E-1	4.491284E+2	3.697146E-3	3.877050E+0	7.327732E-2	2.339542E+1	5.071674E-3	6.006553E-1	4.635688E-3	2.229242E+1	7.795733E-3	1.924655E+0	7.044318E-3	2.227008E+1	7.416842E-3	6.312055E-1	4.114745E-3	2.222331E+1	2.487616E-3	2.227803E+1	6.392345E-3	3.200000E+0	0.000000E+0	3.495000E+2	3.500000E+2	9.719325E+0	9.900000E+0	3.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	6.000000E-1	0.000000E+0	2.000000E-1	0.000000E+0	1.800000E-1	0.000000E+0
21.05.2025	14:59:24.3		9.980447E+0	1.290472E+1	2.150786E-1	9.980447E+0	1.290472E+1	2.150786E-1	5.765561E+2	5.800000E+2	9.556862E-4	2.762255E-3	2.143388E+1	4.130300E-3	2.913899E+0	7.032694E-3	5.184429E+2	8.895521E-3	3.159903E+2	4.695715E-1	5.859899E+1	1.440868E-1	4.491282E+2	3.769363E-3	3.876472E+0	7.301881E-2	2.339523E+1	5.206183E-3	6.006633E-1	4.770059E-3	2.229270E+1	7.952620E-3	1.924623E+0	6.886132E-3	2.227055E+1	7.491033E-3	6.311519E-1	3.910160E-3	2.222340E+1	2.548043E-3	2.227825E+1	6.495645E-3	2.400000E+0	0.000000E+0	3.487500E+2	3.500000E+2	9.719325E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	7.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0	1.500000E-1	0.000000E+0
21.05.2025	14:59:25.3		9.977961E+0	1.290150E+1	2.150251E-1	9.977961E+0	1.290150E+1	2.150251E-1	5.869120E+2	5.800000E+2	4.508769E-3	1.642507E-2	2.143657E+1	3.383505E-3	2.908470E+0	5.708634E-3	5.184833E+2	3.463612E-2	3.152628E+2	7.499313E-2	5.822579E+1	5.833025E-2	4.491527E+2	1.745471E-2	3.889897E+0	6.828505E-2	2.340736E+1	4.891698E-3	5.993051E-1	4.554990E-3	2.229379E+1	4.080471E-3	1.923140E+0	8.385470E-3	2.226384E+1	4.663519E-3	6.304088E-1	6.752469E-3	2.222650E+1	1.282510E-3	2.228049E+1	4.663451E-4	3.147161E+0	0.000000E+0	3.501509E+2	3.500000E+2	9.719325E+0	9.900000E+0	3.600000E-1	0.000000E+0	2.000000E-1	0.000000E+0	8.900928E-1	0.000000E+0	1.966976E-1	0.000000E+0	1.219814E-1	0.000000E+0
